t,true_x,true_y,true_v,est_x,est_y,est_v,est_err,cte,steer_deg,accel
11.74,54.1179,36.5584,4.83873,52.5722,36.8055,6.31334,1.56538,0.564402,-30.023,2.54678
11.76,54.0783,36.6472,4.88967,52.5109,36.9159,6.35022,1.59026,0.56763,-30.023,2.47312
11.78,54.0401,36.7378,4.93913,52.4515,37.0282,6.398,1.61488,0.508938,-30.023,2.3777
11.8,54.0035,36.83,4.98668,53.6254,35.879,4.49754,1.02344,0.456439,-30.023,3
11.82,53.9685,36.9241,5.04668,53.5975,35.9645,4.55856,1.02874,0.42295,-30.023,3
11.84,53.9351,37.0199,5.10668,53.5712,36.0518,4.61753,1.03429,0.413994,-30.023,3
11.86,53.9034,37.1177,5.16668,53.5464,36.1408,4.67302,1.04011,0.432028,-30.023,3
11.88,53.8736,37.2172,5.22668,53.5234,36.2313,4.73642,1.04627,0.402884,-30.023,3
11.9,53.8457,37.3186,5.28668,53.5021,36.3237,4.79335,1.05264,0.344717,-30.023,3
11.92,53.8199,37.4217,5.34668,53.4826,36.4175,4.85657,1.05931,0.314363,-30.023,3
11.94,53.7961,37.5266,5.40668,53.4651,36.5131,4.92396,1.0662,0.321133,-30.023,3
11.96,53.7745,37.6332,5.46668,53.4496,36.6103,4.97842,1.07322,0.364087,-30.023,3
11.98,53.7552,37.7414,5.52668,53.4362,36.709,5.04175,1.08057,0.314557,-30.023,3
12,53.7383,37.8512,5.58668,52.8216,37.7129,6.34358,0.927038,0.261242,-30.023,3
12.02,53.7238,37.9626,5.64668,52.8039,37.8385,6.40242,0.928283,0.252299,-30.023,3
12.04,53.7119,38.0755,5.70668,52.789,37.9657,6.4654,0.929405,0.293299,-30.023,3
12.06,53.7027,38.1899,5.76668,52.7772,38.0945,6.51933,0.930395,0.313081,-30.023,2.93385
12.08,53.6963,38.3056,5.82536,52.7685,38.2246,6.58106,0.931298,0.245043,-30.023,2.81388
12.1,53.6927,38.4227,5.88164,52.763,38.3561,6.63217,0.932076,0.224206,-30.023,2.7118
12.12,53.692,38.5408,5.93587,52.7607,38.4887,6.69479,0.932788,0.263677,-30.023,2.58675
12.14,53.6944,38.66,5.98761,52.7618,38.6226,6.74599,0.933376,0.327462,-30.023,2.4845
12.16,53.6999,38.7802,6.0373,52.7663,38.7575,6.79328,0.933861,0.258401,-30.023,2.39999
12.18,53.7085,38.9011,6.0853,52.7743,38.8931,6.83805,0.934221,0.238185,-30.023,2.3106
12.2,53.7204,39.0227,6.13151,52.9973,39.3979,7.2815,0.8147,0.27903,-30.023,1.43181
12.22,53.7355,39.1446,6.16015,53.02,39.5418,7.31587,0.818389,0.359764,-30.023,1.36298
12.24,53.754,39.2667,6.18741,53.0466,39.6856,7.34349,0.822109,0.3046,-29.2425,1.31112
12.26,53.7757,39.3888,6.21363,53.0772,39.8293,7.36569,0.825808,0.297586,-29.2425,1.26679
12.28,53.8007,39.5108,6.23896,53.1116,39.9725,7.40394,0.82949,0.342269,-29.2425,1.19041
12.3,53.8289,39.6326,6.26277,53.1499,40.1156,7.42527,0.833282,0.422997,-29.2425,1.14779
12.32,53.8604,39.7541,6.28573,53.192,40.258,7.43891,0.837077,0.396198,-27.4319,1.12055
12.34,53.895,39.8751,6.30814,53.2379,40.3995,7.46712,0.840673,0.406352,-27.4319,1.06422
12.36,53.9328,39.9957,6.32942,53.2875,40.5404,7.49143,0.844363,0.455629,-27.4319,1.01567
12.38,53.9735,40.1158,6.34974,53.3408,40.6804,7.51058,0.848049,0.533588,-27.3288,0.977432
12.4,54.0173,40.2352,6.36929,53.5177,40.345,6.98209,0.511528,0.541084,-27.3288,2.03259
12.42,54.0643,40.3541,6.40994,53.5756,40.4721,7.01486,0.502757,0.566835,-27.3288,1.96742
12.44,54.1144,40.4725,6.44929,53.6368,40.5983,7.05796,0.493926,0.621582,-27.3288,1.88135
12.46,54.1678,40.5903,6.48691,53.7015,40.7238,7.09192,0.485005,0.69898,-27.3288,1.81353
12.48,54.2244,40.7074,6.52318,53.7697,40.8482,7.11384,0.476022,0.743666,-27.3288,1.76975
12.5,54.2843,40.8237,6.55858,53.8411,40.9712,7.15249,0.467036,0.784032,-27.3288,1.69258
12.52,54.3473,40.9391,6.59243,53.916,41.0931,7.18292,0.457958,0.846139,-27.3288,1.6318
12.54,54.4136,41.0535,6.62507,53.9943,41.2136,7.21844,0.448876,0.925903,-28.4763,1.56087
12.56,54.4832,41.1666,6.65628,54.076,41.3326,7.25157,0.439806,1.00547,-28.4763,1.49471
12.58,54.5561,41.2783,6.68618,54.1612,41.45,7.28437,0.430654,1.0595,-28.4763,1.42919
12.6,54.6324,41.3885,6.71476,55.7859,42.6726,8.96212,1.7261,1.13011,27.3229,-1.9206
12.62,54.7086,41.4986,6.67635,55.9245,42.7862,8.91801,1.77097,1.21149,27.3229,-1.83337
12.64,54.7816,41.61,6.63968,56.0595,42.9028,8.87277,1.8178,1.2986,27.3229,-1.74303
12.66,54.8514,41.7226,6.60482,56.1908,43.0222,8.83212,1.8663,1.36227,27.3229,-1.66184
12.68,54.9179,41.8363,6.57158,56.3185,43.1442,8.8024,1.91633,1.41966,26.8243,-1.60247
12.7,54.9813,41.9511,6.53954,56.4426,43.2691,8.76603,1.9679,1.48343,26.8243,-1.52986
12.72,55.0416,42.0668,6.50894,56.5631,43.3964,8.72487,2.02066,1.55266,26.8243,-1.44764
12.74,55.0987,42.1834,6.47999,56.6799,43.5261,8.69685,2.07433,1.61592,26.8243,-1.39168
12.76,55.1528,42.3009,6.45215,56.7932,43.6581,8.68076,2.12903,1.65918,28.1975,-1.35954
12.78,55.2037,42.4192,6.42496,56.903,43.7926,8.64684,2.18488,1.70801,28.1975,-1.29181
12.8,55.2514,42.5382,6.39912,53.8826,44.9436,8.21262,2.76759,1.76174,30.023,-0.571739
12.82,55.2958,42.6581,6.38769,53.9098,45.1056,8.20767,2.8127,1.81573,30.023,-0.56167
12.84,55.3369,42.779,6.37646,53.9324,45.2681,8.20366,2.85804,1.84526,30.023,-0.732017
12.86,55.3745,42.9007,6.36182,53.9507,45.4312,8.19302,2.9036,1.8796,30.023,-0.710832
12.88,55.4087,43.023,6.3476,53.9644,45.5945,8.17238,2.94929,1.91844,30.023,-0.669609
12.9,55.4396,43.1461,6.33421,53.9737,45.7577,8.17648,2.99489,1.95631,30.023,-0.810645
12.92,55.467,43.2696,6.31799,53.9785,45.9211,8.15865,3.0408,1.97222,30.023,-0.775077
12.94,55.491,43.3935,6.30249,53.9788,46.0843,8.14406,3.08663,1.99264,30.023,-0.745945
12.96,55.5116,43.5177,6.28757,53.9748,46.2471,8.13575,3.13237,2.01737,30.023,-0.877969
12.98,55.5288,43.642,6.27001,53.9664,46.4096,8.12068,3.17816,2.03539,30.023,-0.8479
13,55.5427,43.7665,6.25306,56.7444,46.9247,9.37402,3.37905,2.03808,30.023,-3.7803
13.02,55.5531,43.8904,6.17745,56.7913,47.1062,9.30358,3.44593,2.04503,30.023,-3.64041
13.04,55.5602,44.013,6.10464,56.833,47.2875,9.23198,3.51321,2.05604,30.023,-3.49741
13.06,55.564,44.1343,6.03469,56.8698,47.4684,9.1611,3.58072,2.05766,30.023,-3.35587
13.08,55.5646,44.2543,5.96758,56.9016,47.6489,9.09379,3.64836,2.04738,25.0796,-4.37304
13.1,55.5626,44.3728,5.88012,56.9287,47.8287,9.00011,3.71616,2.04138,25.0796,-4.18625
13.12,55.5581,44.4895,5.79639,56.9518,48.0072,8.9248,3.78378,2.03979,14.812,-5
13.14,55.552,44.6042,5.69639,56.9711,48.1847,8.825,3.85145,2.03762,14.812,-5
13.16,55.5447,44.7169,5.59639,56.9882,48.3604,8.7286,3.919,2.01828,4.08514,-5
13.18,55.5367,44.8276,5.49639,57.0032,48.5343,8.62994,3.98629,2.00454,13.0488,-5
13.2,55.5282,44.9362,5.39639,56.2402,46.5811,5.90284,1.79243,1.99629,13.0488,-0.347687
13.22,55.5188,45.0436,5.38944,56.2446,46.6991,5.88615,1.80759,1.99295,13.0488,-0.31295
13.24,55.5084,45.1508,5.38318,56.2479,46.8168,5.87949,1.82268,1.98347,13.0488,-0.299638
13.26,55.4971,45.2578,5.37719,56.2502,46.9343,5.86578,1.83787,1.96285,13.0488,-0.272272
13.28,55.4847,45.3646,5.37174,56.2513,47.0516,5.85537,1.85302,1.94699,13.0488,-0.251471
13.3,55.4714,45.4712,5.36671,56.2514,47.1687,5.85688,1.86819,1.93599,13.0488,-0.254484
13.32,55.4572,45.5775,5.36162,56.2504,47.2859,5.8428,1.88356,1.92992,13.0488,-0.226362
13.34,55.4419,45.6836,5.35709,56.2483,47.4027,5.8276,1.89884,1.92062,13.0488,-0.196014
13.36,55.4257,45.7895,5.35317,56.2451,47.5192,5.8246,1.91402,1.89661,13.0488,-0.190019
13.38,55.4086,45.8951,5.34937,56.2409,47.6356,5.82682,1.92931,1.87746,13.0488,-0.194446
13.4,55.3905,46.0005,5.34548,56.662,46.4345,4.38388,1.3436,1.86329,13.0488,2.6865
13.42,55.3713,46.1062,5.39921,56.6644,46.5221,4.44053,1.35836,1.85418,13.0488,2.57413
13.44,55.3509,46.2128,5.4507,56.666,46.6109,4.49412,1.37397,1.85026,13.0488,2.46709
13.46,55.3294,46.3202,5.50004,56.6667,46.7008,4.54164,1.39041,1.82259,13.0488,2.3722
13.48,55.3066,46.4283,5.54748,56.6665,46.7916,4.59416,1.4076,1.79916,13.0488,2.2673
13.5,55.2826,46.5371,5.59283,56.6655,46.8835,4.63038,1.42559,1.78112,13.0488,2.19497
13.52,55.2574,46.6465,5.63673,56.6635,46.9761,4.67821,1.44425,1.76878,13.0488,2.09944
13.54,55.2309,46.7565,5.67872,56.6607,47.0696,4.72933,1.46363,1.76241,13.0488,1.99737
13.56,55.2032,46.867,5.71866,56.6568,47.1641,4.76727,1.48373,1.73857,13.0488,1.92159
13.58,55.1741,46.9781,5.7571,56.6521,47.2594,4.80984,1.50451,1.71103,13.0488,1.83656
13.6,55.1438,47.0895,5.79383,56.5179,47.2321,4.69105,1.38146,1.6896,13.0488,2.07372
13.62,55.1121,47.2014,5.8353,56.5099,47.3255,4.73785,1.40326,1.67466,13.0488,1.98034
13.64,55.0791,47.3138,5.87491,56.5009,47.4199,4.77705,1.4257,1.66652,13.0488,1.90206
13.66,55.0448,47.4265,5.91295,56.4908,47.5149,4.81973,1.44874,1.63192,13.0488,1.81682
13.68,55.009,47.5396,5.94929,56.4797,47.6106,4.8516,1.47236,1.60091,13.0488,1.75317
13.7,54.9719,47.6531,5.98435,56.4675,47.7069,4.87986,1.49653,1.57691,13.0488,1.69673
13.72,54.9335,47.7668,6.01828,56.4543,47.8036,4.90885,1.52127,1.56039,13.0488,1.63883
13.74,54.8936,47.8807,6.05106,56.44,47.9007,4.94922,1.54654,1.52477,13.0488,1.55822
13.76,54.8523,47.9948,6.08222,56.4246,47.9985,4.98256,1.57227,1.48407,13.0488,1.49162
13.78,54.8096,48.109,6.11206,56.408,48.0968,5.01396,1.59843,1.45101,13.0488,1.42892
13.8,54.7655,48.2233,6.14064,56.9524,47.7719,4.56356,2.23298,1.42628,13.0488,2.32817
13.82,54.72,48.3379,6.1872,56.9426,47.8626,4.61102,2.27283,1.37063,13.0488,2.23364
13.84,54.6728,48.4528,6.23187,56.9316,47.9542,4.64705,2.31316,1.32009,13.0488,2.16168
13.86,54.6241,48.568,6.27511,56.9197,48.0464,4.69817,2.35403,1.27812,13.0488,2.05959
13.88,54.5739,48.6834,6.3163,56.9065,48.1394,4.73931,2.39525,1.21818,13.0488,1.97743
13.9,54.522,48.799,6.35585,56.8923,48.2331,4.77805,2.43686,1.14886,13.0488,1.90007
13.92,54.4686,48.9148,6.39385,56.8768,48.3274,4.82309,2.47879,1.08834,13.0488,1.81011
13.94,54.4136,49.0306,6.43005,56.8601,48.4224,4.86017,2.52101,1.01282,13.0488,1.73606
13.96,54.357,49.1465,6.46477,56.8423,48.518,4.89996,2.56355,0.922197,13.0488,1.6566
13.98,54.2988,49.2623,6.4979,56.8232,48.6141,4.93159,2.60634,0.840065,13.0488,1.59341
14,54.239,49.3781,6.52977,55.756,49.3996,5.78732,1.51718,0.762146,-30.023,-0.115137
14.02,54.18,49.4946,6.52747,55.7145,49.5077,5.7905,1.53449,0.646705,-30.023,-0.121922
14.04,54.1244,49.6126,6.52503,55.6759,49.6169,5.79261,1.55154,0.540528,-30.023,-0.126125
14.06,54.0721,49.7322,6.52251,55.6405,49.7272,5.79521,1.56838,0.450285,-30.023,-0.131324
14.08,54.0232,49.8531,6.51988,55.6081,49.8385,5.77997,1.58496,0.387317,-30.023,-0.100886
14.1,53.9777,49.9752,6.51786,55.5789,49.9503,5.78104,1.60142,0.312213,-30.023,1.31087
14.12,53.9355,50.0988,6.54408,55.5528,50.063,5.80742,1.61773,0.181648,-30.023,1.25854
14.14,53.8966,50.2241,6.56925,55.5299,50.1768,5.82983,1.63392,0.0514856,25.0648,1.21381
14.16,53.858,50.3499,6.59353,55.51,50.2917,5.85577,1.65307,0.0823638,25.0648,1.16199
14.18,53.8163,50.4753,6.61677,55.4875,50.4066,5.87851,1.67255,0.213759,25.0648,1.11657
14.2,53.7716,50.6001,6.6391,56.5838,50.5905,5.83099,2.8122,0.346006,30.023,0.149264
14.22,53.7237,50.7239,6.64208,56.5759,50.7068,5.83176,2.85226,0.433113,30.023,0.147484
14.24,53.6722,50.8464,6.64503,56.5646,50.8229,5.83906,2.89252,0.510669,30.023,0.132898
14.26,53.6172,50.9674,6.64769,56.55,50.9388,5.84149,2.93294,0.610058,30.023,0.128045
14.28,53.5588,51.0869,6.65025,56.5321,51.0542,5.84633,2.97345,0.72229,30.023,0.118376
14.3,53.497,51.2047,6.65262,56.5108,51.1692,5.84847,3.01405,0.842199,30.023,0.114109
14.32,53.4318,51.3207,6.6549,56.4863,51.2836,5.85355,3.05472,0.966874,30.023,-1.19783
14.34,53.3635,51.4346,6.63095,56.4585,51.3973,5.83064,3.09525,1.09437,30.023,-1.1524
14.36,53.2922,51.5462,6.6079,56.4276,51.5098,5.81243,3.13568,1.22339,-3.87751,-1.11605
14.38,53.2197,51.6564,6.58558,56.3937,51.621,5.79094,3.17417,1.35292,-3.87751,-1.07312
14.4,53.1479,51.7666,6.56411,55.0667,52.7401,7.12309,2.15158,1.48238,-3.87751,-3.73286
14.42,53.077,51.8762,6.48946,55.0027,52.8674,7.0368,2.16585,1.60232,-2.61268,-3.92134
14.44,53.0072,51.9846,6.41103,54.9399,52.9933,6.9548,2.18008,1.71782,-2.61268,-3.75767
14.46,52.9384,52.092,6.33588,54.8781,53.1179,6.87525,2.19426,1.83361,-2.61268,-3.5988
14.48,52.8707,52.1982,6.2639,54.8172,53.2412,6.80199,2.20835,1.94939,-2.61268,-3.4525
14.5,52.8039,52.3034,6.19485,54.7572,53.3633,6.73139,2.22235,2.06496,-2.61268,-3.3115
14.52,52.7381,52.4076,6.12862,54.6981,53.4843,6.67263,2.23625,2.18016,-8.30282,-2.31227
14.54,52.6734,52.5111,6.08238,54.6398,53.6043,6.62932,2.24982,2.29495,-8.30282,-2.22556
14.56,52.6098,52.6143,6.03786,54.5825,53.7239,6.59197,2.2634,2.40935,-8.30282,-2.15096
14.58,52.5473,52.7172,5.99484,54.5264,53.8432,6.5464,2.27699,2.52331,-8.30282,-2.05996
14.6,52.4859,52.8197,5.95365,54.5804,52.5152,4.86478,2.11655,2.6368,-8.30282,1.29757
14.62,52.4253,52.9225,5.9796,54.5368,52.6021,4.88964,2.13568,2.75042,-8.30282,1.24878
14.64,52.3651,53.0261,6.00457,54.4935,52.6898,4.92156,2.15482,2.86477,-8.30282,1.18503
14.66,52.3053,53.1305,6.02827,54.4505,52.7783,4.95133,2.17388,2.97979,-8.30282,1.12559
14.68,52.246,53.2357,6.05078,54.4077,52.8676,4.9852,2.19287,3.09092,-8.30282,1.05794
14.7,52.1871,53.3417,6.07194,54.3653,52.9579,5.00733,2.21173,3.19997,-8.30282,1.01374
14.72,52.1287,53.4484,6.09222,54.3233,53.0488,5.02369,2.23061,3.30992,-8.30282,0.981059
14.74,52.0709,53.5559,6.11184,54.2817,53.1402,5.04226,2.24954,3.42069,-8.30282,0.943973
14.76,52.0136,53.6641,6.13072,54.2406,53.2323,5.05584,2.26848,3.53223,-8.30282,0.916845
14.78,51.9568,53.773,6.14906,54.2,53.3249,5.07491,2.28748,3.64449,-8.30282,0.878773
14.8,51.9006,53.8825,6.16663,52.9323,54.8507,7.09687,1.41482,3.75743,-26.6236,-0.483148
14.82,51.846,53.993,6.15697,52.8627,54.9744,7.07648,1.41311,3.87035,-26.6236,-0.442786
14.84,51.794,54.1045,6.14811,52.7961,55.0993,7.07004,1.41202,3.9826,-26.6236,-0.429924
14.86,51.7447,54.2171,6.13951,52.7325,55.2256,7.06068,1.41169,4.08765,-26.6236,-0.411228
14.88,51.6979,54.3305,6.13129,52.6718,55.3531,7.04934,1.41209,4.19119,-26.6236,-0.388577
14.9,51.6539,54.4449,6.12352,52.6141,55.4817,7.04935,1.41319,4.29414,-30.023,-0.289695
14.92,51.6126,54.5601,6.11772,52.5593,55.6117,7.04669,1.41491,4.39633,-30.023,-0.284366
14.94,51.5745,54.6763,6.11204,52.508,55.7429,7.0365,1.41743,4.48671,-30.023,-0.264011
14.96,51.5394,54.7934,6.10676,52.4602,55.8753,7.03097,1.42071,4.56016,-30.023,-0.252961
14.98,51.5075,54.9112,6.1017,52.4159,56.0087,7.02909,1.42475,4.62931,-30.023,-0.249217
15,51.4786,55.0297,6.09671,52.6561,53.0661,3.61214,2.28957,4.68964,-30.023,3
15.02,51.4528,55.1495,6.15671,52.6289,53.1331,3.68012,2.33437,4.74987,-30.023,3
15.04,51.4299,55.2711,6.21671,52.6031,53.202,3.74345,2.37857,4.8056,-30.023,3
15.06,51.41,55.3944,6.27671,52.5786,53.2727,3.80192,2.42222,4.8545,-30.023,3
15.08,51.3933,55.5194,6.33671,52.5557,53.3452,3.84993,2.46542,4.90351,-30.023,3
15.1,51.3799,55.646,6.39671,52.5345,53.4192,3.90371,2.50834,4.95261,-30.023,3
15.12,51.3698,55.7742,6.45671,52.515,53.4949,3.95465,2.55085,4.99516,-30.023,3
15.14,51.3633,55.9037,6.51671,52.4975,53.572,4.01583,2.593,5.03205,-30.023,3
15.16,51.3603,56.0346,6.57671,52.4819,53.6508,4.07794,2.63455,5.06889,-30.023,3
15.18,51.361,56.1668,6.63671,52.4683,53.7312,4.14038,2.67548,5.10566,-30.023,3
15.2,51.3655,56.3,6.69671,52.4265,55.6975,6.26046,1.22013,5.14233,-30.023,1.2854
15.22,51.3739,56.434,6.72242,52.4236,55.8227,6.27864,1.21473,5.16925,23.8807,1.24951
15.24,51.3827,56.5684,6.74741,52.4243,55.9483,6.30912,1.21216,5.196,23.8807,1.18866
15.26,51.3886,56.7034,6.77118,52.4222,56.0744,6.32513,1.20989,5.2291,15.6258,0.468486
15.28,51.3921,56.8389,6.78055,52.4173,56.2008,6.34758,1.20753,5.2679,-30.023,0.423486
15.3,51.3966,56.9745,6.78902,52.4106,56.3276,6.36185,1.20276,5.30897,-30.023,0.394979
15.32,51.405,57.1101,6.79692,52.4076,56.4548,6.36675,1.19771,5.34949,-30.023,0.38519
15.34,51.4174,57.2455,6.80463,52.4082,56.5822,6.37981,1.1924,5.37885,-30.023,0.359104
15.36,51.4337,57.3807,6.81181,52.4125,56.7097,6.38629,1.18673,5.40597,-30.023,0.346175
15.38,51.454,57.5155,6.81873,52.4206,56.8371,6.38135,1.18084,5.43253,-30.023,-0.260965
15.4,51.4782,57.6496,6.81351,51.3771,57.9967,7.7576,0.361477,5.45848,-30.023,-3.00892
15.42,51.5062,57.7824,6.75334,51.3768,58.1518,7.69068,0.391436,5.48369,-30.023,-2.68149
15.44,51.5378,57.9132,6.69971,51.3811,58.3056,7.64638,0.422553,5.50806,-30.023,-2.59296
15.46,51.5728,58.042,6.64785,51.3896,58.4583,7.59565,0.45481,5.52768,-30.023,-2.49164
15.48,51.6111,58.1687,6.59801,51.4024,58.6096,7.54859,0.487794,5.53861,-30.023,-2.39767
15.5,51.6528,58.2935,6.55006,51.4194,58.7597,7.48965,0.521346,5.54887,-30.023,-2.27995
15.52,51.6975,58.4161,6.50446,51.4404,58.908,7.44397,0.555026,5.55847,-30.023,-2.18873
15.54,51.7454,58.5366,6.46069,51.4654,59.0547,7.40122,0.588956,5.56742,-30.023,-1.15176
15.56,51.7963,58.6551,6.43765,51.4943,59.1999,7.36897,0.62293,5.57575,-30.023,-1.08712
15.58,51.8502,58.7717,6.41591,51.527,59.3436,7.35403,0.656914,5.5816,-30.023,-1.05728
15.6,51.9072,58.8865,6.39476,53.4213,59.6689,7.40596,1.70431,5.57725,-30.023,0.671202
