t,kf_err,ekf_err,kf_P_trace,ekf_P_trace
36.02,7.09067,0.970545,2.70118,37.6772
36.04,7.17499,1.018,2.7334,39.051
36.06,7.25945,1.06664,2.76601,40.449
36.08,7.34403,1.11659,2.79901,41.8717
36.1,7.42872,1.16737,2.83241,43.3205
36.12,7.51352,1.21872,2.86619,44.7963
36.14,7.59839,1.27085,2.90038,46.2995
36.16,7.68335,1.32341,2.93496,47.8313
36.18,7.76837,1.37633,2.96995,49.3924
36.2,6.60919,1.67341,2.66934,35.1634
36.22,6.68783,1.68293,2.70118,36.5175
36.24,6.76644,1.69262,2.7334,37.8978
36.26,6.84501,1.70251,2.76601,39.3054
36.28,6.92351,1.71262,2.79901,40.7409
36.3,7.00194,1.7229,2.83241,42.2054
36.32,7.08027,1.73326,2.86619,43.6996
36.34,7.15849,1.74367,2.90038,45.2242
36.36,7.23657,1.75416,2.93496,46.78
36.38,7.31449,1.76469,2.96995,48.3677
36.4,7.36705,3.63712,2.66934,35.0118
36.42,7.4445,3.74537,2.70118,36.2668
36.44,7.5217,3.85422,2.7334,37.5446
36.46,7.59864,3.96349,2.76601,38.8458
36.48,7.67528,4.07319,2.79901,40.1713
36.5,7.7516,4.18311,2.83241,41.5217
36.52,7.82755,4.29338,2.86619,42.8977
36.54,7.90309,4.40378,2.90038,44.3
36.56,7.9782,4.51433,2.93496,45.7293
36.58,8.05282,4.62499,2.96995,47.1862
36.6,7.13048,2.65524,2.66934,34.0709
36.62,7.19773,2.71942,2.70118,35.3924
36.64,7.26446,2.78346,2.7334,36.7367
36.66,7.33062,2.84735,2.76601,38.1045
36.68,7.39616,2.91095,2.79901,39.4966
36.7,7.46104,2.97417,2.83241,40.9136
36.72,7.52522,3.03715,2.86619,42.3562
36.74,7.58865,3.09974,2.90038,43.8251
36.76,7.6513,3.16204,2.93496,45.3208
36.78,7.71312,3.22404,2.96995,46.844
36.8,6.78111,1.72198,2.66934,33.7317
36.82,6.83564,1.74146,2.70118,35.0995
36.84,6.88931,1.76077,2.7334,36.496
36.86,6.9421,1.77977,2.76601,37.9219
36.88,6.99397,1.79842,2.79901,39.3781
36.9,7.0449,1.81694,2.83241,40.8651
36.92,7.09486,1.83553,2.86619,42.3833
36.94,7.1438,1.85405,2.90038,43.9334
36.96,7.19168,1.87217,2.93496,45.5166
36.98,7.2385,1.89017,2.96995,47.1329
37,5.91079,0.958497,2.66934,33.9457
37.02,5.94618,1.03478,2.70118,35.4814
37.04,5.98047,1.11108,2.7334,37.0716
37.06,6.01364,1.18716,2.76601,38.717
37.08,6.04568,1.26305,2.79901,40.4185
37.1,6.07657,1.33886,2.83241,42.1776
37.12,6.10628,1.41469,2.86619,43.9955
37.14,6.13484,1.4903,2.90038,45.8727
37.16,6.16224,1.56561,2.93496,47.8098
37.18,6.18847,1.64082,2.96995,49.8084
37.2,5.90987,2.75122,2.66934,35.3229
37.22,5.9247,2.81303,2.70118,36.5503
37.24,5.93811,2.87449,2.7334,37.8034
37.26,5.95013,2.93572,2.76601,39.0832
37.28,5.96074,2.9966,2.79901,40.3905
37.3,5.96994,3.05713,2.83241,41.7266
37.32,5.97775,3.11736,2.86619,43.0923
37.34,5.98419,3.17717,2.90038,44.4886
37.36,5.98925,3.23678,2.93496,45.9169
37.38,5.99294,3.29602,2.96995,47.3776
37.4,5.48719,3.0065,2.66934,36.8327
37.42,5.48254,3.05143,2.70118,38.163
37.44,5.47654,3.09588,2.7334,39.5205
37.46,5.4692,3.13986,2.76601,40.906
37.48,5.46056,3.18354,2.79901,42.3206
37.5,5.45064,3.227,2.83241,43.7653
37.52,5.43946,3.27013,2.86619,45.241
37.54,5.42705,3.31312,2.90038,46.7486
37.56,5.41346,3.35589,2.93496,48.2891
37.58,5.39869,3.3983,2.96995,49.863
37.6,5.19274,2.79179,2.66934,37.3637
37.62,5.17734,2.81068,2.70118,38.6614
37.64,5.16098,2.83013,2.7334,39.9806
37.66,5.14369,2.85,2.76601,41.3218
37.68,5.12552,2.8703,2.79901,42.6856
37.7,5.10652,2.89102,2.83241,44.0728
37.72,5.08673,2.91216,2.86619,45.4839
37.74,5.06615,2.93377,2.90038,46.92
37.76,5.04487,2.95577,2.93496,48.3813
37.78,5.02292,2.97812,2.96995,49.8685
37.8,4.34684,2.02004,2.66934,36.3059
37.82,4.32216,2.05654,2.70118,37.6225
37.84,4.29728,2.09469,2.7334,38.9617
37.86,4.27226,2.13438,2.76601,40.3241
37.88,4.24716,2.17549,2.79901,41.7106
37.9,4.22205,2.21797,2.83241,43.1215
37.92,4.19704,2.26173,2.86619,44.5577
37.94,4.1722,2.30671,2.90038,46.0194
37.96,4.14758,2.35285,2.93496,47.5074
37.98,4.12326,2.40005,2.96995,49.0223
38,3.51272,1.63132,2.66934,34.9279
38.02,3.48411,1.65417,2.70118,36.2744
38.04,3.45644,1.67795,2.7334,37.6446
38.06,3.42981,1.7026,2.76601,39.0393
38.08,3.40433,1.72809,2.79901,40.4589
38.1,3.38017,1.7544,2.83241,41.9042
38.12,3.35745,1.78146,2.86619,43.3762
38.14,3.3363,1.80927,2.90038,44.8753
38.16,3.31685,1.83779,2.93496,46.4021
38.18,3.29923,1.86696,2.96995,47.9576
38.2,3.18708,2.21784,2.66934,34.1456
38.22,3.15886,2.23537,2.70118,35.5219
38.24,3.13252,2.25277,2.7334,36.9261
38.26,3.10824,2.26996,2.76601,38.3589
38.28,3.08618,2.28709,2.79901,39.8214
38.3,3.06648,2.3041,2.83241,41.3142
38.32,3.0493,2.32092,2.86619,42.8379
38.34,3.03478,2.33769,2.90038,44.3935
38.36,3.02307,2.35444,2.93496,45.9821
38.38,3.01431,2.3712,2.96995,47.6047
38.4,2.30464,2.38695,2.66934,34.2904
38.42,2.28505,2.40306,2.70118,35.7857
38.44,2.26989,2.4194,2.7334,37.3221
38.46,2.25938,2.43606,2.76601,38.9006
38.48,2.25375,2.45297,2.79901,40.522
38.5,2.25317,2.47005,2.83241,42.1872
38.52,2.25779,2.48745,2.86619,43.8973
38.54,2.26771,2.50514,2.90038,45.6535
38.56,2.28298,2.52297,2.93496,47.4561
38.58,2.30364,2.54117,2.96995,49.3066
38.6,2.33133,3.00501,2.66934,35.0011
38.62,2.33381,3.0302,2.70118,36.4517
38.64,2.34147,3.05516,2.7334,37.932
38.66,2.35437,3.07994,2.76601,39.443
38.68,2.37254,3.10448,2.79901,40.9855
38.7,2.39599,3.12864,2.83241,42.5599
38.72,2.42467,3.15255,2.86619,44.1673
38.74,2.45852,3.17631,2.90038,45.8089
38.76,2.49743,3.19982,2.93496,47.485
38.78,2.54128,3.22277,2.96995,49.1959
38.8,2.06259,2.40026,2.66934,35.4207
38.82,2.10883,2.39882,2.70118,36.8974
38.84,2.16097,2.39737,2.7334,38.4046
38.86,2.2187,2.39587,2.76601,39.9431
38.88,2.28174,2.39429,2.79901,41.5137
38.9,2.34977,2.39255,2.83241,43.1169
38.92,2.42248,2.39072,2.86619,44.7536
38.94,2.4996,2.38873,2.90038,46.4245
38.96,2.58081,2.38676,2.93496,48.1308
38.98,2.66587,2.38486,2.96995,49.8734
39,2.13996,2.10339,2.66934,35.3543
39.02,2.23231,2.09776,2.70118,36.8259
39.04,2.32857,2.09256,2.7334,38.3281
39.06,2.42839,2.08766,2.76601,39.8612
39.08,2.53147,2.0834,2.79901,41.4268
39.1,2.63754,2.07958,2.83241,43.0251
39.12,2.74636,2.076,2.86619,44.6565
39.14,2.85771,2.07305,2.90038,46.3224
39.16,2.9714,2.07056,2.93496,48.0232
39.18,3.08725,2.06836,2.96995,49.759
39.2,2.40328,2.67547,2.66934,35.1026
39.22,2.51617,2.69053,2.70118,36.5843
39.24,2.63156,2.70568,2.7334,38.0966
39.26,2.74925,2.721,2.76601,39.6404
39.28,2.86905,2.73648,2.79901,41.2165
39.3,2.99077,2.75223,2.83241,42.8259
39.32,3.11429,2.76813,2.86619,44.4692
39.34,3.23947,2.78406,2.90038,46.1468
39.36,3.36618,2.80018,2.93496,47.8599
39.38,3.49434,2.81627,2.96995,49.6086
39.4,3.2991,2.45118,2.66934,35.1685
39.42,3.43848,2.47248,2.70118,36.5901
39.44,3.57884,2.49538,2.7334,38.039
39.46,3.72012,2.51986,2.76601,39.5161
39.48,3.86228,2.54593,2.79901,41.0221
39.5,4.00527,2.57343,2.83241,42.5575
39.52,4.14904,2.60237,2.86619,44.1231
39.54,4.29354,2.63254,2.90038,45.7193
39.56,4.43875,2.66399,2.93496,47.3469
39.58,4.58462,2.69656,2.96995,49.0061
39.6,4.08315,3.5386,2.66934,34.8277
39.62,4.23307,3.59139,2.70118,36.2764
39.64,4.38356,3.64496,2.7334,37.7556
39.66,4.53459,3.69895,2.76601,39.2654
39.68,4.68614,3.75333,2.79901,40.8064
39.7,4.83817,3.80808,2.83241,42.3794
39.72,4.99066,3.86324,2.86619,43.9856
39.74,5.14359,3.91866,2.90038,45.6253
39.76,5.29693,3.97444,2.93496,47.2996
39.78,5.45064,4.03045,2.96995,49.0089
39.8,4.77194,4.51797,2.66934,34.8488
39.82,4.92625,4.58351,2.70118,36.3361
39.84,5.08094,4.64872,2.7334,37.8564
39.86,5.23598,4.71362,2.76601,39.4107
39.88,5.39137,4.77835,2.79901,41.0005
39.9,5.54707,4.84288,2.83241,42.6268
39.92,5.70305,4.90719,2.86619,44.2901
39.94,5.85931,4.97111,2.90038,45.9909
39.96,6.01581,5.03464,2.93496,47.7299
39.98,6.17254,5.09778,2.96995,49.5082
40,4.80463,4.99413,2.66934,35.2204
40.02,4.9547,5.02324,2.70118,36.6282
40.04,5.10503,5.05199,2.7334,38.0751
40.06,5.2556,5.08027,2.76601,39.5618
40.08,5.4064,5.10833,2.79901,41.0907
40.1,5.55741,5.13599,2.83241,42.6624
40.12,5.70861,5.1634,2.86619,44.2788
40.14,5.85998,5.19058,2.90038,45.9414
40.16,6.01151,5.21742,2.93496,47.6509
40.18,6.16317,5.24393,2.96995,49.4087
40.2,5.75812,3.26445,2.66934,36.4217
40.22,5.90778,3.25258,2.70118,37.7859
40.24,6.05756,3.24067,2.7334,39.1761
40.26,6.20745,3.22872,2.76601,40.5933
40.28,6.35744,3.21671,2.79901,42.0384
40.3,6.50751,3.20467,2.83241,43.5122
40.32,6.65764,3.19256,2.86619,45.0154
40.34,6.80783,3.18044,2.90038,46.5492
40.36,6.95806,3.16827,2.93496,48.1143
40.38,7.10832,3.15606,2.96995,49.712
40.4,5.75211,4.59933,2.66934,36.5645
40.42,5.89705,4.6188,2.70118,38.0698
40.44,6.04208,4.63832,2.7334,39.6195
40.46,6.18719,4.65783,2.76601,41.2147
40.48,6.33236,4.67741,2.79901,42.8572
40.5,6.47759,4.6972,2.83241,44.5486
40.52,6.62287,4.71704,2.86619,46.2897
40.54,6.76818,4.73701,2.90038,48.0821
40.56,6.91352,4.75701,2.93496,49.9267
40.58,7.05888,4.77712,2.96995,51.8248
40.6,6.24689,2.01533,2.66934,36.7163
40.62,6.38333,1.97049,2.70118,38.0368
40.64,6.51981,1.92745,2.7334,39.3883
40.66,6.65632,1.88636,2.76601,40.7718
40.68,6.79285,1.84737,2.79901,42.1886
40.7,6.92941,1.81074,2.83241,43.6402
40.72,7.06599,1.77652,2.86619,45.1274
40.74,7.20257,1.74495,2.90038,46.6517
40.76,7.33916,1.71622,2.93496,48.2143
40.78,7.47575,1.69051,2.96995,49.8164
40.8,6.86025,1.47773,2.66934,36.9937
40.82,6.99492,1.4421,2.70118,38.3615
40.84,7.12961,1.40794,2.7334,39.7551
40.86,7.26432,1.37517,2.76601,41.1756
40.88,7.39904,1.34391,2.79901,42.6242
40.9,7.53377,1.3142,2.83241,44.1017
40.92,7.6685,1.28646,2.86619,45.6085
40.94,7.80325,1.26074,2.90038,47.1454
40.96,7.938,1.23684,2.93496,48.714
40.98,8.07275,1.21498,2.96995,50.315
41,7.13396,1.12437,2.66934,36.3814
41.02,7.25774,1.19231,2.70118,37.7617
41.04,7.38159,1.26404,2.7334,39.1765
41.06,7.50552,1.33897,2.76601,40.6272
41.08,7.62951,1.41664,2.79901,42.1148
41.1,7.75358,1.49665,2.83241,43.6408
41.12,7.87772,1.57867,2.86619,45.2064
41.14,8.00193,1.66225,2.90038,46.8122
41.16,8.12621,1.74715,2.93496,48.4598
41.18,8.25057,1.83316,2.96995,50.1501
41.2,7.47253,2.98684,2.66934,36.3379
41.22,7.58691,3.10718,2.70118,37.7798
41.24,7.70143,3.22852,2.7334,39.2623
41.26,7.81608,3.35066,2.76601,40.7868
41.28,7.93088,3.47348,2.79901,42.3547
41.3,8.04581,3.59709,2.83241,43.9673
41.32,8.16088,3.72108,2.86619,45.6255
41.34,8.27608,3.84559,2.90038,47.3308
41.36,8.39141,3.9706,2.93496,49.0845
41.38,8.50686,4.09625,2.96995,50.8886
41.4,7.38808,3.88039,2.66934,36.4796
41.42,7.49249,3.99123,2.70118,38.0467
41.44,7.5971,4.10232,2.7334,39.6571
41.46,7.70192,4.21353,2.76601,41.3118
41.48,7.80692,4.32493,2.79901,43.0122
41.5,7.91212,4.43645,2.83241,44.7597
41.52,8.0175,4.54814,2.86619,46.5556
41.54,8.12306,4.65999,2.90038,48.4012
41.56,8.2288,4.77205,2.93496,50.2981
41.58,8.33471,4.88424,2.96995,52.2473
41.6,7.38194,1.93639,2.66934,36.1995
41.62,7.4828,1.95302,2.70118,37.6177
41.64,7.58386,1.97079,2.7334,39.0618
41.66,7.68512,1.98967,2.76601,40.5329
41.68,7.78657,2.00956,2.79901,42.0316
41.7,7.88821,2.03044,2.83241,43.5587
41.72,7.99003,2.05243,2.86619,45.1155
41.74,8.09202,2.07544,2.90038,46.7027
41.76,8.19418,2.09943,2.93496,48.3212
41.78,8.29651,2.12445,2.96995,49.9721
41.8,6.78618,1.81256,2.66934,35.029
41.82,6.87937,1.78173,2.70118,36.3776
41.84,6.97279,1.75105,2.7334,37.7527
41.86,7.06642,1.72044,2.76601,39.155
41.88,7.16026,1.68969,2.79901,40.5851
41.9,7.2543,1.659,2.83241,42.0441
41.92,7.34853,1.62828,2.86619,43.5328
41.94,7.44296,1.59783,2.90038,45.0526
41.96,7.53757,1.5674,2.93496,46.604
41.98,7.63235,1.53694,2.96995,48.1877
42,6.61101,1.91857,2.66934,34.7318
42.02,6.69708,1.9053,2.70118,36.1251
42.04,6.78337,1.89215,2.7334,37.5464
42.06,6.86989,1.87905,2.76601,38.9965
42.08,6.95661,1.86605,2.79901,40.4765
42.1,7.0431,1.85265,2.83241,41.9871
42.12,7.12892,1.83923,2.86619,43.5312
42.14,7.21404,1.82555,2.90038,45.1091
42.16,7.29844,1.81149,2.93496,46.7211
42.18,7.3821,1.79695,2.96995,48.3676
42.2,6.1208,2.57799,2.66934,34.6768
42.22,6.19317,2.58569,2.70118,36.1215
42.24,6.26482,2.59334,2.7334,37.5992
42.26,6.33575,2.60084,2.76601,39.1105
42.28,6.40594,2.6082,2.79901,40.6559
42.3,6.47539,2.61569,2.83241,42.2368
42.32,6.54408,2.62323,2.86619,43.8536
42.34,6.61307,2.63048,2.90038,45.507
42.36,6.68335,2.63796,2.93496,47.1993
42.38,6.75488,2.64529,2.96995,48.9308
42.4,6.53836,0.854422,2.66934,34.8359
42.42,6.60972,0.893862,2.70118,36.1439
42.44,6.68218,0.940391,2.7334,37.475
42.46,6.75567,0.993069,2.76601,38.8296
42.48,6.83015,1.05096,2.79901,40.2085
42.5,6.90557,1.11318,2.83241,41.6129
42.52,6.98186,1.179,2.86619,43.0433
42.54,7.059,1.24795,2.90038,44.5003
42.56,7.13693,1.31942,2.93496,45.9849
42.58,7.2156,1.39315,2.96995,47.4976
42.6,6.76839,2.17858,2.66934,34.1535
42.62,6.84564,2.28711,2.70118,35.4325
42.64,6.92353,2.39633,2.7334,36.7337
42.66,7.00201,2.50613,2.76601,38.0581
42.68,7.08105,2.61636,2.79901,39.4063
42.7,7.1606,2.72687,2.83241,40.7793
42.72,7.24063,2.83776,2.86619,42.1776
42.74,7.32112,2.94911,2.90038,43.6019
42.76,7.40204,3.06089,2.93496,45.0528
42.78,7.48335,3.17315,2.96995,46.5312
42.8,7.04541,3.2228,2.66934,33.5654
42.82,7.12398,3.33129,2.70118,34.8526
42.84,7.20288,3.44009,2.7334,36.1617
42.86,7.28207,3.54897,2.76601,37.4936
42.88,7.36155,3.65796,2.79901,38.849
42.9,7.44128,3.76726,2.83241,40.2286
42.92,7.52124,3.87663,2.86619,41.6333
42.94,7.60142,3.98613,2.90038,43.0637
42.96,7.68178,4.09569,2.93496,44.5208
42.98,7.76232,4.20549,2.96995,46.0051
43,6.67605,1.81841,2.66934,33.2598
43.02,6.74914,1.84847,2.70118,34.6026
43.04,6.82237,1.87833,2.7334,35.9747
43.06,6.89572,1.90824,2.76601,37.3767
43.08,6.96917,1.93825,2.79901,38.8093
43.1,7.04269,1.96799,2.83241,40.274
43.12,7.11628,1.99762,2.86619,41.7713
43.14,7.18993,2.02726,2.90038,43.3022
43.16,7.2636,2.05698,2.93496,44.8672
43.18,7.33729,2.08642,2.96995,46.4678
43.2,6.61554,1.71588,2.66934,33.7132
43.22,6.68424,1.73333,2.70118,35.1082
43.24,6.75289,1.75068,2.7334,36.5338
43.26,6.82149,1.76807,2.76601,37.9907
43.28,6.89001,1.78536,2.79901,39.4799
43.3,6.95844,1.80255,2.83241,41.0024
43.32,7.02677,1.81984,2.86619,42.5586
43.34,7.09497,1.83717,2.90038,44.1494
43.36,7.16304,1.85434,2.93496,45.7762
43.38,7.23095,1.87138,2.96995,47.4396
43.4,6.10871,0.201459,2.66934,34.3957
43.42,6.16841,0.259545,2.70118,35.8539
43.44,6.22783,0.317973,2.7334,37.357
43.46,6.28695,0.376546,2.76601,38.9061
43.48,6.34575,0.434982,2.79901,40.5018
43.5,6.40419,0.493389,2.83241,42.1451
43.52,6.46227,0.551649,2.86619,43.8368
43.54,6.51995,0.609828,2.90038,45.5783
43.56,6.5772,0.66782,2.93496,47.3696
43.58,6.63399,0.725775,2.96995,49.2124
43.6,5.80525,1.7624,2.66934,35.6843
43.62,5.85422,1.85508,2.70118,37.1838
43.64,5.90256,1.94759,2.7334,38.7266
43.66,5.95022,2.04009,2.76601,40.3145
43.68,5.9972,2.13252,2.79901,41.9482
43.7,6.04345,2.22476,2.83241,43.6287
43.72,6.08894,2.31685,2.86619,45.357
43.74,6.13366,2.40871,2.90038,47.1339
43.76,6.17755,2.50041,2.93496,48.9601
43.78,6.22061,2.59195,2.96995,50.8369
43.8,5.03748,2.06183,2.66934,36.3371
43.82,5.07214,2.12022,2.70118,37.9595
43.84,5.106,2.17844,2.7334,39.6284
43.86,5.13905,2.23645,2.76601,41.3448
43.88,5.17126,2.29422,2.79901,43.1097
43.9,5.20265,2.35196,2.83241,44.9246
43.92,5.23319,2.40959,2.86619,46.7904
43.94,5.26285,2.467,2.90038,48.7078
43.96,5.29162,2.52434,2.93496,50.6783
43.98,5.31948,2.58144,2.96995,52.7021
44,5.5836,2.42617,2.66934,36.0739
44.02,5.61499,2.53493,2.70118,37.3593
44.04,5.64564,2.64373,2.7334,38.6654
44.06,5.67552,2.75222,2.76601,39.9933
44.08,5.70464,2.86059,2.79901,41.3434
44.1,5.73299,2.96884,2.83241,42.7162
44.12,5.76056,3.07658,2.86619,44.113
44.14,5.78736,3.18394,2.90038,45.5342
44.16,5.81337,3.29088,2.93496,46.9803
44.18,5.83863,3.39748,2.96995,48.4518
44.2,4.738,1.36089,2.66934,34.3518
44.22,4.75793,1.38568,2.70118,35.742
44.24,4.7774,1.41073,2.7334,37.158
44.26,4.79641,1.43591,2.76601,38.6006
44.28,4.81499,1.46119,2.79901,40.0704
44.3,4.83319,1.48668,2.83241,41.5681
44.32,4.85101,1.51236,2.86619,43.0942
44.34,4.86848,1.53823,2.90038,44.6495
44.36,4.88563,1.56412,2.93496,46.2348
44.38,4.90251,1.59005,2.96995,47.8508
44.4,4.24423,0.857707,2.66934,34.1972
44.42,4.25617,0.859503,2.70118,35.6143
44.44,4.2681,0.861276,2.7334,37.0601
44.46,4.28009,0.862978,2.76601,38.5355
44.48,4.29217,0.864663,2.79901,40.0414
44.5,4.30438,0.866149,2.83241,41.5788
44.52,4.31676,0.867547,2.86619,43.1483
44.54,4.32939,0.868849,2.90038,44.7507
44.56,4.3423,0.870171,2.93496,46.3867
44.58,4.35555,0.871402,2.96995,48.0571
44.6,3.19728,2.69255,2.66934,34.6005
44.62,3.21416,2.7727,2.70118,36.1643
44.64,3.23244,2.85253,2.7334,37.777
44.66,3.25218,2.93181,2.76601,39.4392
44.68,3.27346,3.0108,2.79901,41.1524
44.7,3.29635,3.08951,2.83241,42.9179
44.72,3.32088,3.16794,2.86619,44.7366
44.74,3.34712,3.24607,2.90038,46.6097
44.76,3.37513,3.32394,2.93496,48.5383
44.78,3.40496,3.4015,2.96995,50.5232
44.8,3.33706,1.26656,2.66934,35.5016
44.82,3.36917,1.27834,2.70118,36.9279
44.84,3.40329,1.29028,2.7334,38.3789
44.86,3.43945,1.30224,2.76601,39.856
44.88,3.47768,1.3142,2.79901,41.3596
44.9,3.518,1.32619,2.83241,42.891
44.92,3.56043,1.33819,2.86619,44.4507
44.94,3.60498,1.35004,2.90038,46.0404
44.96,3.65165,1.36189,2.93496,47.66
44.98,3.70045,1.37375,2.96995,49.3105
